Gender,Education,Work Exp,Programming Exp,Assurance,Matching,Status
1,1,1,0,0.83,1,1
0,1,0,1,0.67,1,1
0,1,0,0,0.5,1,1
1,1,1,0,0.83,1,1
1,1,0,0,0.5,1,1
1,1,1,0,0.83,0,0
1,1,1,0,0.83,1,1
1,1,1,0,0.83,1,1
0,0,0,1,0.17,0,1
1,1,1,0,0.83,1,1
0,1,0,0,0.5,1,1
1,1,0,0,0.5,1,1
1,0,0,1,0.17,0,1
1,1,0,1,0.67,0,0
0,1,0,0,0.5,0,0
1,1,1,0,0.83,1,1
1,1,0,0,0.5,1,1
1,1,0,1,0.67,0,0
0,1,1,1,1.0,1,1
1,1,1,0,0.83,0,0
1,1,0,0,0.5,0,0
1,1,0,1,0.67,1,1
1,0,0,1,0.17,0,0
1,0,0,1,0.17,0,0
1,0,0,1,0.17,0,1
1,1,0,0,0.5,1,1
1,0,1,0,0.33,0,1
1,1,0,1,0.67,0,0
0,1,0,1,0.67,0,0
1,1,1,0,0.83,0,0
1,1,1,1,1.0,0,0
0,1,0,1,0.67,0,0
1,1,0,0,0.5,1,1
1,1,0,0,0.5,0,0
1,1,1,0,0.83,1,1
1,1,1,0,0.83,1,1
1,1,1,0,0.83,0,0
0,1,1,0,0.83,1,1
1,1,0,1,0.67,0,0
1,1,0,0,0.5,1,1
0,1,0,0,0.5,1,1
1,1,0,0,0.5,0,0
1,1,0,0,0.5,1,1
1,1,0,1,0.67,1,1
1,1,1,0,0.83,1,1
1,1,0,0,0.5,0,0
1,1,0,0,0.5,1,1
1,1,0,0,0.5,1,1
1,0,1,0,0.33,0,1
1,1,0,0,0.5,1,1
1,1,0,0,0.5,0,0
1,1,0,1,0.67,1,1
1,1,0,1,0.67,0,0
1,1,0,0,0.5,0,0
1,0,0,1,0.17,0,0
1,1,1,0,0.83,1,1
0,1,1,1,1.0,1,1
0,1,1,0,0.83,1,1
1,1,0,0,0.5,1,1
0,1,0,0,0.5,1,1
1,1,0,1,0.67,0,0
1,1,0,0,0.5,1,1
1,1,1,0,0.83,0,0
1,1,1,0,0.83,1,1
1,1,0,0,0.5,1,1
1,1,0,0,0.5,1,1
1,1,1,0,0.83,1,1
1,1,0,0,0.5,0,0
1,1,0,1,0.67,1,1
1,0,1,1,0.5,1,1
0,1,1,0,0.83,1,1
1,0,0,0,0.0,0,1
1,0,0,0,0.0,0,0
1,0,0,1,0.17,0,1
0,1,1,1,1.0,1,1
0,1,0,0,0.5,0,0
1,1,1,0,0.83,1,1
1,0,1,0,0.33,0,0
1,1,1,0,0.83,1,1
1,1,0,0,0.5,1,1
1,1,0,0,0.5,1,1
1,1,0,0,0.5,1,1
1,1,1,0,0.83,1,1
1,1,0,1,0.67,1,1
0,1,0,1,0.67,1,1
1,1,0,0,0.5,1,1
1,1,0,1,0.67,0,0
1,1,1,1,1.0,0,0
1,1,0,0,0.5,1,1
1,1,1,0,0.83,1,1
1,1,1,1,1.0,1,1
0,0,0,0,0.0,0,1
1,0,0,0,0.0,0,1
1,1,1,0,0.83,0,0
1,1,1,0,0.83,1,1
1,1,1,0,0.83,1,1
0,1,0,0,0.5,1,1
1,0,0,0,0.0,0,0
1,1,1,1,1.0,1,1
1,1,1,0,0.83,1,1
1,0,0,1,0.17,0,1
1,0,0,0,0.0,0,0
1,1,1,0,0.83,1,1
1,1,1,0,0.83,1,1
1,0,0,0,0.0,0,0
0,1,1,0,0.83,1,1
0,1,0,1,0.67,0,0
1,0,1,0,0.33,0,1
1,1,1,1,1.0,1,1
1,1,1,0,0.83,1,1
0,1,0,1,0.67,1,1
1,1,0,1,0.67,0,0
1,1,1,0,0.83,0,0
1,1,0,1,0.67,1,1
0,1,0,0,0.5,0,0
1,1,0,0,0.5,1,1
1,1,0,1,0.67,1,1
1,1,0,0,0.5,1,1
1,1,0,0,0.5,1,1
1,1,0,0,0.5,1,1
1,1,1,0,0.83,0,0
1,1,0,0,0.5,0,0
0,1,0,0,0.5,0,0
1,1,0,0,0.5,1,1
1,1,0,0,0.5,1,1
1,1,1,0,0.83,0,0
1,1,0,0,0.5,1,1
1,1,1,0,0.83,1,1
1,1,0,0,0.5,0,0
1,1,0,1,0.67,1,1
1,1,1,0,0.83,1,1
1,1,0,1,0.67,1,1
1,1,1,1,1.0,1,1
1,1,1,1,1.0,0,0
0,1,1,0,0.83,1,1
1,1,1,0,0.83,1,1
1,1,0,0,0.5,1,1
1,0,1,0,0.33,0,1
0,1,0,1,0.67,0,0
1,1,0,0,0.5,1,1
1,1,1,0,0.83,1,1
1,1,0,1,0.67,1,1
1,1,0,0,0.5,1,1
1,0,0,0,0.0,0,0
1,1,0,0,0.5,1,1
1,1,1,0,0.83,1,1
1,1,1,1,1.0,1,1
0,1,0,0,0.5,1,1
1,0,1,0,0.33,0,1
1,1,0,0,0.5,1,1
1,0,0,1,0.17,0,0
1,1,1,0,0.83,1,1
1,0,1,0,0.33,0,0
0,1,1,1,1.0,0,0
1,1,0,0,0.5,0,0
1,1,1,0,0.83,1,1
1,1,0,0,0.5,1,1
0,1,0,1,0.67,1,1
1,0,0,0,0.0,0,0
1,0,1,0,0.33,0,1
0,0,1,1,0.5,0,0
0,1,0,0,0.5,1,1
1,0,0,0,0.0,0,0
1,1,1,0,0.83,0,0
1,1,0,0,0.5,1,1
0,1,0,1,0.67,1,1
1,1,0,0,0.5,1,1
1,0,1,0,0.33,0,0
1,0,1,0,0.33,0,1
1,1,0,0,0.5,1,1
1,1,1,0,0.83,0,0
0,1,0,1,0.67,0,0
1,0,1,0,0.33,0,1
1,1,0,1,0.67,1,1
0,1,1,0,0.83,1,1
1,0,0,1,0.17,0,1
1,1,0,0,0.5,1,1
1,1,1,1,1.0,1,1
1,1,1,1,1.0,1,1
0,0,1,0,0.33,0,1
0,1,0,0,0.5,0,0
1,1,1,0,0.83,1,1
1,0,1,0,0.33,0,1
1,1,0,1,0.67,0,0
1,1,0,0,0.5,1,1
1,0,0,0,0.0,0,0
0,1,1,0,0.83,1,1
1,1,0,1,0.67,1,1
1,1,1,0,0.83,1,1
1,1,1,0,0.83,1,1
0,0,1,1,0.5,0,0
0,1,1,0,0.83,1,1
1,1,0,1,0.67,1,1
1,1,1,0,0.83,1,1
1,0,0,0,0.0,0,1
1,1,0,0,0.5,0,0
0,1,0,0,0.5,1,1
1,0,0,1,0.17,0,0
0,1,0,1,0.67,1,1
0,1,0,1,0.67,1,1
1,1,1,0,0.83,1,1
1,0,1,0,0.33,0,0
1,1,1,0,0.83,1,1
1,1,0,0,0.5,1,1
1,0,1,0,0.33,0,0
1,1,1,0,0.83,1,1
0,1,0,0,0.5,1,1
0,1,0,0,0.5,0,0
0,1,0,1,0.67,0,0
1,1,0,1,0.67,0,0
1,1,1,0,0.83,1,1
0,1,1,0,0.83,1,1
0,0,0,1,0.17,0,1
1,1,0,0,0.5,1,1
1,1,0,0,0.5,1,1
1,1,1,0,0.83,1,1
1,0,1,0,0.33,0,1
1,0,0,1,0.17,0,1
1,1,1,0,0.83,1,1
1,1,1,0,0.83,0,0
1,1,0,0,0.5,1,1
0,1,1,1,1.0,1,1
1,1,1,0,0.83,1,1
0,0,0,1,0.17,0,1
1,1,1,0,0.83,1,1
0,1,0,1,0.67,1,1
0,1,0,0,0.5,1,1
1,1,0,0,0.5,1,1
0,1,0,1,0.67,0,0
0,0,0,0,0.0,0,1
1,1,0,1,0.67,1,1
1,0,0,0,0.0,0,1
1,1,0,1,0.67,1,1
1,1,1,0,0.83,0,0
1,1,1,1,1.0,1,1
0,1,0,0,0.5,1,1
0,0,0,1,0.17,0,0
1,0,0,0,0.0,0,0
1,1,0,1,0.67,1,1
1,1,0,0,0.5,0,0
1,1,1,0,0.83,1,1
0,1,0,0,0.5,1,1
0,0,0,0,0.0,0,1
1,1,1,0,0.83,1,1
0,1,0,1,0.67,1,1
0,1,0,1,0.67,0,0
1,1,1,1,1.0,1,1
1,1,0,0,0.5,1,1
1,1,1,0,0.83,1,1
1,0,0,0,0.0,0,0
1,1,0,1,0.67,0,0
1,1,0,0,0.5,1,1
1,0,0,0,0.0,0,1
1,0,1,0,0.33,0,0
0,1,0,0,0.5,0,0
1,1,1,0,0.83,1,1
1,1,0,0,0.5,0,0
0,1,0,0,0.5,0,0
1,0,1,0,0.33,0,0
1,1,0,0,0.5,1,1
0,1,0,0,0.5,0,0
1,1,0,1,0.67,0,0
1,0,1,0,0.33,0,1
0,1,0,0,0.5,1,1
0,1,0,1,0.67,1,1
1,1,1,1,1.0,0,0
1,0,0,1,0.17,0,0
0,1,0,1,0.67,1,1
1,1,1,0,0.83,1,1
1,0,0,1,0.17,0,0
0,1,0,1,0.67,1,1
0,1,0,1,0.67,1,1
1,0,1,0,0.33,0,1
1,1,1,0,0.83,1,1
1,1,0,0,0.5,1,1
1,1,0,0,0.5,0,0
0,1,0,1,0.67,0,0
1,1,0,0,0.5,1,1
1,1,0,0,0.5,1,1
1,1,0,0,0.5,1,1
1,0,0,0,0.0,0,1
1,1,0,1,0.67,1,1
0,1,1,1,1.0,1,1
1,1,1,0,0.83,1,1
1,1,0,1,0.67,1,1
1,1,1,1,1.0,0,0
1,1,0,1,0.67,1,1
0,1,0,0,0.5,0,0
1,0,1,0,0.33,0,1
1,1,0,0,0.5,1,1
1,1,1,0,0.83,0,0
1,1,1,0,0.83,0,0
0,0,0,0,0.0,0,1
1,0,0,1,0.17,0,1
0,1,0,1,0.67,1,1
1,0,1,1,0.5,0,0
1,1,0,0,0.5,0,0
1,1,0,0,0.5,1,1
1,1,0,0,0.5,1,1
1,1,0,0,0.5,1,1
1,0,1,1,0.5,0,0
1,1,1,0,0.83,1,1
0,1,0,0,0.5,0,0
1,1,0,1,0.67,1,1
0,1,0,0,0.5,1,1
1,1,0,0,0.5,1,1
1,0,0,0,0.0,0,0
0,1,1,1,1.0,1,1
0,0,1,1,0.5,0,0
1,1,0,0,0.5,1,1
1,1,1,0,0.83,0,0
1,1,1,0,0.83,0,0
0,1,0,0,0.5,1,1
1,0,0,0,0.0,0,1
1,1,0,0,0.5,1,1
1,1,1,0,0.83,0,0
0,1,0,1,0.67,0,0
0,1,0,1,0.67,1,1
1,1,0,1,0.67,0,0
1,1,1,0,0.83,1,1
1,1,0,1,0.67,0,0
0,1,0,1,0.67,0,0
1,1,0,0,0.5,1,1
1,1,0,1,0.67,0,0
1,1,0,1,0.67,1,1
1,1,1,0,0.83,1,1
1,1,1,0,0.83,1,1
0,1,1,0,0.83,0,0
0,1,1,1,1.0,1,1
1,0,0,0,0.0,0,0
1,1,0,0,0.5,1,1
1,1,0,0,0.5,1,1
1,1,0,0,0.5,1,1
1,0,0,0,0.0,0,1
1,1,1,1,1.0,1,1
1,1,0,0,0.5,1,1
1,1,0,1,0.67,1,1
1,1,0,1,0.67,0,0
1,1,0,1,0.67,0,0
0,0,0,1,0.17,0,1
1,1,1,0,0.83,1,1
0,1,0,1,0.67,0,0
1,1,0,0,0.5,1,1
1,0,1,0,0.33,0,0
1,1,1,0,0.83,1,1
0,1,1,0,0.83,0,0
1,0,1,0,0.33,0,0
1,1,0,1,0.67,1,1
0,1,0,1,0.67,0,0
0,1,1,1,1.0,1,1
1,1,1,0,0.83,0,0
1,1,0,1,0.67,1,1
1,0,0,1,0.17,0,1
1,1,1,0,0.83,1,1
1,1,0,0,0.5,1,1
1,1,0,0,0.5,0,0
1,1,0,1,0.67,1,1
1,1,0,0,0.5,1,1
1,1,1,0,0.83,1,1
0,1,0,0,0.5,0,0
1,1,1,1,1.0,1,1
1,1,0,0,0.5,0,0
1,1,1,0,0.83,1,1
1,0,1,0,0.33,0,0
1,0,1,0,0.33,0,1
1,1,0,0,0.5,1,1
0,1,1,0,0.83,0,0
1,1,0,0,0.5,1,1
0,1,0,0,0.5,1,1
1,1,0,1,0.67,1,1
0,1,1,0,0.83,1,1
1,1,1,0,0.83,1,1
1,1,0,0,0.5,1,1
1,1,0,0,0.5,1,1
1,0,0,0,0.0,0,0
0,1,0,0,0.5,0,0
0,1,0,1,0.67,0,0
1,0,1,0,0.33,0,1
1,1,0,1,0.67,1,1
0,1,1,1,1.0,0,0
1,1,1,0,0.83,1,1
1,1,0,1,0.67,1,1
1,1,1,0,0.83,1,1
1,1,0,1,0.67,1,1
1,1,0,0,0.5,1,1
1,1,0,1,0.67,1,1
1,0,1,1,0.5,1,1
1,1,1,1,1.0,1,1
0,1,0,0,0.5,1,1
1,0,0,0,0.0,0,0
1,1,0,1,0.67,1,1
1,0,0,0,0.0,0,0
1,1,0,1,0.67,1,1
1,1,1,1,1.0,1,1
1,1,1,0,0.83,0,0
1,1,0,1,0.67,1,1
1,1,0,0,0.5,1,1
1,0,1,1,0.5,1,1
1,1,0,0,0.5,1,1
1,1,0,1,0.67,1,1
1,0,1,0,0.33,0,1
0,0,0,0,0.0,0,1
1,1,1,1,1.0,1,1
1,1,1,0,0.83,1,1
1,1,1,0,0.83,1,1
1,1,1,0,0.83,1,1
1,1,1,1,1.0,0,0
1,1,1,0,0.83,1,1
0,1,0,1,0.67,1,1
1,1,1,0,0.83,1,1
1,1,0,0,0.5,0,0
1,1,0,0,0.5,1,1
1,1,0,1,0.67,1,1
0,0,0,1,0.17,0,1
1,1,1,0,0.83,0,0
0,1,0,1,0.67,1,1
0,0,0,1,0.17,0,0
1,1,0,0,0.5,0,0
1,1,0,0,0.5,1,1
1,1,0,0,0.5,1,1
1,1,0,0,0.5,1,1
0,1,0,1,0.67,1,1
1,1,0,1,0.67,0,0
0,0,1,0,0.33,0,1
1,1,0,0,0.5,0,0
0,1,0,0,0.5,0,0
1,1,0,1,0.67,0,0
1,1,1,0,0.83,0,0
1,0,0,1,0.17,0,1
0,0,0,0,0.0,0,0
0,0,0,1,0.17,0,1
1,1,0,1,0.67,1,1
0,1,0,0,0.5,0,0
1,1,1,0,0.83,1,1
1,1,0,1,0.67,1,1
1,1,0,0,0.5,0,0
1,1,1,0,0.83,1,1
1,1,1,0,0.83,0,0
1,1,0,1,0.67,1,1
0,1,1,1,1.0,0,0
1,1,1,0,0.83,0,0
1,1,1,0,0.83,0,0
1,1,1,0,0.83,1,1
1,1,1,1,1.0,1,1
1,1,0,1,0.67,1,1
1,1,0,1,0.67,0,0
0,1,1,0,0.83,1,1
1,1,0,0,0.5,1,1
1,1,0,0,0.5,1,1
0,1,0,0,0.5,0,0
1,0,1,0,0.33,0,1
1,1,0,0,0.5,1,1
0,1,0,1,0.67,1,1
0,1,1,0,0.83,0,0
1,1,1,0,0.83,1,1
1,1,1,0,0.83,0,0
0,1,0,0,0.5,1,1
0,1,0,1,0.67,1,1
1,0,0,1,0.17,0,0
1,1,0,1,0.67,0,0
1,1,1,0,0.83,0,0
0,1,0,1,0.67,1,1
1,1,1,0,0.83,1,1
1,1,1,0,0.83,1,1
0,1,0,1,0.67,0,0
0,1,1,1,1.0,0,0
0,1,1,0,0.83,1,1
0,1,0,1,0.67,1,1
0,1,0,1,0.67,1,1
0,1,0,1,0.67,1,1
0,0,1,1,0.5,1,1
0,1,0,0,0.5,1,1
1,1,1,0,0.83,1,1
1,1,0,1,0.67,0,0
1,1,0,0,0.5,0,0
1,0,1,0,0.33,0,0
1,1,0,0,0.5,1,1
1,1,0,0,0.5,0,0
1,1,0,0,0.5,1,1
1,1,0,0,0.5,1,1
1,1,1,0,0.83,1,1
1,1,0,0,0.5,1,1
0,1,1,0,0.83,0,0
1,1,1,1,1.0,1,1
1,1,0,0,0.5,1,1
1,1,1,0,0.83,1,1
1,0,1,0,0.33,0,1
1,0,0,1,0.17,0,0
1,1,1,0,0.83,1,1
1,1,1,0,0.83,0,0
1,1,0,1,0.67,1,1
1,1,1,0,0.83,1,1
1,1,0,0,0.5,1,1
1,1,0,0,0.5,0,0
0,0,0,0,0.0,0,0
1,1,0,1,0.67,1,1
1,1,0,1,0.67,1,1
1,0,1,0,0.33,0,0
1,1,0,1,0.67,1,1
0,1,0,0,0.5,1,1
1,1,1,0,0.83,1,1
0,0,1,0,0.33,0,1
1,1,1,0,0.83,0,0
1,1,0,1,0.67,0,0
1,0,1,0,0.33,0,1
1,1,0,0,0.5,1,1
1,1,1,0,0.83,1,1
1,1,0,1,0.67,0,0
1,1,0,0,0.5,1,1
1,1,1,0,0.83,1,1
